question,answer_text,distractor
"If you are a tourist to Greece from overseas , you 'd better choose",guided Greece bus tours,"'travel news', 'visit airport', 'china'"
"In Britain , universities organize the "" Freshers Week""to",help the first year students to get rid of the shyness .,"'make the students to go the exam', 'help people the changes of the students', 'bring more the students to go the exam'"
What does James Pennebaker reveal in The Secret Life of Pronouns ?,A pattern in confident people 's use of pronouns .,"'the of the joy', 'people in the united states', 'it holds of the importance of the world'"
The purpose of the author in writing the passage is,to tell us the importance and meaning of WIN - WIN .,"'to show how to avoid the audience in the past', 'how it is to fool the most important in the world', 'we need to spend more money on how to make the audience'"
Students are not happy about,too much homework,"'good study', 'playing classes', 'doing lot of homework'"
The best title of this passage is,Smile and the World Smiles to You,"'the monster who', 'how the secret of the', 'beautiful living in the desert'"
"According to Coutu ,",It 's not easy to produce and maintain large quantities of antimatter,"'it is easy to find the most successful as as as as as possible', 'the government government to be able to sell new house', 'collected of the students will be built'"
The best title of the passage is,Bush Took Ice Bucket Challenge,"'how to deal with the lifestyle', 'hates to eat', 'the blind of the black'"
"According to the passage , a tornado",is a violent low - pressured storm,"'is the largest balls', 'has an earthquake happens', 'can affect the damage of water'"
Which of the following might be the best title for the passage ?,The Rainbow Sheikh 's name can be seen from space,"'the sources of the universe', 'how can solve the universe', 'cycling should be used to the new station'"
Which of the following is TRUE according to the passage ?,"The average Chinese uses nearly 2,300 liters of virtual water a day .","'the chinese astronauts to station in the morning', 'more and more than billion of the world highest in the last century', 'people can draw the use of the station'"
We can infer from the passage that,learning English well will make you achieve goals more easily,"'the more mistakes you do have to go to the college', 'students should learn english well because listening', 'iq is more important than the most important in the world'"
Hybrid cars are popular because,they are energy - saving and cut pollution,"'they re replace much cheaper than regular planes', 'it is too expensive to use the use of cars', 'the main of the number of hotels'"
"On Mother 's Day , people",send gifts of love to their mothers,"'give her mother to take care', 'take her mother to take care', 'eat the sick'"
What did the professor want to find out through his research ?,The secret of having a fulfilling and pleasant life .,"'the of the joy', 'their interest of the joy', 'they wrote the class'"
Who will fly in first class ?,The black man .,"'the young man', 'under tom', 'mr jones'"
The passage mainly tells us that,we should hope for the best,"'how to play with the best', 'the writer does like to do with the', 'we must learn to read books'"
